x,y,s
-0.0073113127578099185,0.2149015550439697,0
-0.0073113127578099185,0.2149015550439697,0
-0.007312672693174937,0.214961928742585,0
-0.007313109209558797,0.21515935327109909,0
-0.007313109209558797,0.21515935327109909,0
-0.007188035899727324,0.21564040763339862,0
-0.006946155783810109,0.21624764072236724,0
-0.006829436137619818,0.21650925802121596,0
-0.006358968005072255,0.21748979650868946,0
-0.006358968005072255,0.21748979650868946,0
-0.005632021790404949,0.2188835561685722,0
-0.004599091690941602,0.2207694042027242,0
-0.004599091690941602,0.2207694042027242,0
-0.0026235507779451325,0.22424780841424638,0
-0.0026235507779451325,0.22424780841424638,0
-0.0006391207375918868,0.2276722405087841,0
0.0018091228013898243,0.2318568036465694,0
0.0018091228013898243,0.2318568036465694,0
0.004712357678074083,0.23679636219121722,0
0.004712357678074083,0.23679636219121722,0
0.00810307108082845,0.24255415322981302,0
0.011944824955449858,0.24908327476362066,0
0.011944824955449858,0.24908327476362066,0
0.016219175824328354,0.25636780250609154,0
0.02093310276652555,0.26443572367821283,0
0.02093310276652555,0.26443572367821283,0
0.027831775696255424,0.2763252068979525,0
0.033401061602513805,0.28600408437719627,0
0.035323394709983046,0.2893630839203107,0
0.03926854232504545,0.29628454956773154,0
0.03926854232504545,0.29628454956773154,0
0.04748532516983996,0.31083102446689664,0
0.05389390827869806,0.3223045880694314,0
0.0582575329072875,0.3301835094019312,0
0.0582575329072875,0.3301835094019312,0
0.06493140787789496,0.34233506725631274,0
0.0717021985203336,0.35479361100216616,0
0.0739703309826594,0.358997520178474,0
0.07851855508377988,0.36747289405507894,0
0.07851855508377988,0.36747289405507894,0
0.08537807798882342,0.3803639090978981,0
0.09453513018351352,0.3977825910372066,0
0.09453513018351352,0.3977825910372066,0
0.10368444745543046,0.4154211282740454,0
0.10596696541181484,0.41985552968369116,0
0.1128012768227726,0.4332107287556143,0
0.1128012768227726,0.4332107287556143,0
0.12189463680264898,0.45114043804476867,0
0.12644085688461096,0.46016235186551746,0
0.12644085688461096,0.46016235186551746,0
0.1355537452031671,0.47833080436361525,0
0.1355537452031671,0.47833080436361525,0
0.1447196274126888,0.4966756528506745,0
0.1447196274126888,0.4966756528506745,0
0.15164722571559705,0.5105510876244368,0
0.15860419899348294,0.5244755181515134,0
0.15860419899348294,0.5244755181515134,0
0.16557139463174794,0.5383962383850862,0
0.16557139463174794,0.5383962383850862,0
0.1725449445869479,0.5522837474427974,0
0.18184289192139885,0.5706966868284147,0
0.18647296936917712,0.5798151440485239,0
0.19107456690823052,0.5888401307016735,0
0.19107456690823052,0.5888401307016735,0
0.19792827800025836,0.6021980399099778,0
0.20468951007824046,0.6152705677462953,0
0.20468951007824046,0.6152705677462953,0
0.21138475193593376,0.6280888404225577,0
0.21799110340315705,0.6406014888621805,0
0.21799110340315705,0.6406014888621805,0
0.22663490381814125,0.6567445032800168,0
0.2309092804196066,0.6646160260452263,0
0.23515928336188743,0.6723631538898945,0
0.23515928336188743,0.6723631538898945,0
0.24149103246364795,0.683750887570084,0
0.24778462075930457,0.694880516725797,0
0.24987819511292933,0.6985401336641746,0
0.25406598483023213,0.7057949599172026,0
0.25406598483023213,0.7057949599172026,0
0.2624778222076812,0.7201030964800532,0
0.2709459943773866,0.7341688754109974,0
0.2709459943773866,0.7341688754109974,0
0.27520208800835,0.7411171888400248,0
0.28164700002785653,0.751493657056778,0
0.28164700002785653,0.751493657056778,0
0.28817157957270634,0.7618372575070524,0
0.2947662966458054,0.7721437983517906,0
0.2947662966458054,0.7721437983517906,0
0.3014329169755893,0.7824273454961832,0
0.3014329169755893,0.7824273454961832,0
0.31043943066004165,0.7961303222593185,0
0.3172827063928201,0.8064196680018253,0
0.32190160166784626,0.8133170376009035,0
0.32190160166784626,0.8133170376009035,0
0.32890211602320285,0.8237073740554354,0
0.3359826526883751,0.834151517445201,0
0.3359826526883751,0.834151517445201,0
0.3431587906603339,0.8446897614140289,0
0.3431587906603339,0.8446897614140289,0
0.3504205926360635,0.8553177008618833,0
0.3601712584286781,0.869542897859457,0
0.3650862872667436,0.8767032732702119,0
0.3700258702153678,0.8838960908066577,0
0.3700258702153678,0.8838960908066577,0
0.37744939112865733,0.8946988131611305,0
0.3849014838103923,0.9055438721272617,0
0.3898635919878952,0.9127660184481141,0
0.3948296895823188,0.9199975290762143,0
0.3948296895823188,0.9199975290762143,0
