x,y,s
-0.004272976145505176,2.4270465832748643e-05,0
-0.004272976145505176,2.4270465832748643e-05,0
-0.004254660299258818,3.163830496749075e-05,0
-0.004233351809584895,0.00010619863132926416,0
-0.004233351809584895,0.00010619863132926416,0
-0.00420780118151077,0.00027531211906848304,0
-0.00416022631882191,0.0007345905734027559,0
-0.0040976259222178235,0.0015265032152997266,0
-0.004072331906509333,0.0018882006005667311,0
-0.004013507923432066,0.00279309202250251,0
-0.0039006818412544767,0.004691714238298825,0
-0.0038061324567234046,0.006382571019713736,0
-0.0037523711954460725,0.007370573380130078,0
-0.0036308661055715285,0.009653805495905932,0
-0.003411067663832944,0.013903219155169028,0
-0.003411067663832944,0.013903219155169028,0
-0.0030422819294031655,0.02123166906649407,0
-0.0030422819294031655,0.02123166906649407,0
-0.0028240952014247324,0.025637838842781216,0
-0.00258413341983718,0.030522268527884703,0
-0.0021810896336582823,0.03879744570964638,0
-0.0017305212727472673,0.048121118498333795,0
-0.0017305212727472673,0.048121118498333795,0
-0.0012353186695534281,0.058440781899603556,0
-0.0012353186695534281,0.058440781899603556,0
-0.0005158033412492667,0.07354524517172395,0
5.973567452558072e-05,0.08572072654071863,0
0.00025739010838310536,0.08992889515565641,0
0.0008644723923186993,0.10295186726824512,0
0.0012781076277283386,0.11191838951364784,0
0.0016966362463906128,0.12107788812983775,0
0.0016966362463906128,0.12107788812983775,0
0.002117864855646901,0.13040240396361177,0
0.002960868675722176,0.14943148829108588,0
0.002960868675722176,0.14943148829108588,0
0.003795389545141834,0.16888522993363297,0
0.003795389545141834,0.16888522993363297,0
0.004409202708005892,0.18367100186250407,0
0.004409202708005892,0.18367100186250407,0
0.005008748031666254,0.19860211197553007,0
0.005589907170934324,0.21362829949317388,0
0.005589907170934324,0.21362829949317388,0
0.006330143430740197,0.233727662979477,0
0.006330143430740197,0.233727662979477,0
0.0071941154868061085,0.25881602965609257,0
0.0071941154868061085,0.25881602965609257,0
0.0076779865163645895,0.27383988853914387,0
0.0076779865163645895,0.27383988853914387,0
0.008135965603321658,0.28883336645273494,0
