x,y
-0.0023164988242507438,2.982411010319441e-05
-0.0023164988242507438,2.982411010319441e-05
-0.002301742671397974,2.9843272977205468e-05
-0.0022256749583168226,8.922168689058608e-05
-0.0022256749583168226,8.922168689058608e-05
-0.0018998368624331974,0.00041140228610213336
-0.0018998368624331974,0.00041140228610213336
-0.0012087662536595734,0.001120846989233785
-0.0012087662536595734,0.001120846989233785
5.9394688387150716e-05,0.0024493944590128504
0.0004958152586389004,0.0029106093415921276
0.0004958152586389004,0.0029106093415921276
0.0028276376755123254,0.00539596965283866
0.0028276376755123254,0.00539596965283866
0.00624076864439337,0.009076682286734522
0.00624076864439337,0.009076682286734522
0.012236507378550015,0.015631687497210868
0.012236507378550015,0.015631687497210868
0.016812498456819952,0.020697936004311513
0.016812498456819952,0.020697936004311513
0.024070281284410182,0.028830769420204558
0.024070281284410182,0.028830769420204558
0.03261932160840929,0.03854600803754807
0.03261932160840929,0.03854600803754807
0.04238663996570957,0.049805973249670905
0.04238663996570957,0.049805973249670905
0.056144751470988574,0.06592419624113187
0.056144751470988574,0.06592419624113187
0.06823042589529828,0.08030271071829082
0.07138320984452452,0.08408400596164715
0.07138320984452452,0.08408400596164715
0.08112028459414161,0.09583418560518998
0.09466845607103233,0.11234587666405454
0.09466845607103233,0.11234587666405454
0.10873410096799964,0.12965506765738188
0.10873410096799964,0.12965506765738188
0.12318756088639812,0.14757526822956488
0.12318756088639812,0.14757526822956488
0.13791211818919477,0.16592356327992097
0.14162342734408387,0.17055677486487525
0.14162342734408387,0.17055677486487525
0.1528069374270555,0.18452478685134063
0.1528069374270555,0.18452478685134063
0.1677876768253867,0.2032158106504954
0.1677876768253867,0.2032158106504954
0.18278569261503733,0.22184952423991977
0.19401351807798548,0.23570843785932696
0.20147918738635132,0.2448654008393633
0.20147918738635132,0.2448654008393633
0.20892475107538405,0.25394169481352535
0.20892475107538405,0.25394169481352535
0.22743281769264023,0.27621004659737863
0.22743281769264023,0.27621004659737863
0.2494177835832002,0.3019929074889079
0.2494177835832002,0.3019929074889079
0.2603179869360179,0.31445810186038287
0.2603179869360179,0.31445810186038287
0.27476449513567086,0.33061872766182526
0.27476449513567086,0.33061872766182526
0.28912539789099057,0.34625726576385146
0.28912539789099057,0.34625726576385146
0.3069854621253023,0.36510468739351754
0.3069854621253023,0.36510468739351754
0.31766888226346024,0.37606827215776234
0.31766888226346024,0.37606827215776234
0.3318939244378096,0.3903300434139903
0.3318939244378096,0.3903300434139903
0.3461148396606885,0.404242519410911
0.3461148396606885,0.404242519410911
0.3603486319877218,0.4178761730084278
0.3603486319877218,0.4178761730084278
0.37817877974923625,0.4346404546196113
0.37817877974923625,0.4346404546196113
0.3889036277219935,0.44460796990955503
0.3889036277219935,0.44460796990955503
0.4032381286290397,0.45785703540032474
0.4032381286290397,0.45785703540032474
0.417612282180877,0.47112336898414053
0.417612282180877,0.47112336898414053
0.4320221006937183,0.48447099646481073
0.4320221006937183,0.48447099646481073
0.45007295660345087,0.5013540125874211
0.45007295660345087,0.5013540125874211
0.46091641620920554,0.5116238489642917
0.46091641620920554,0.5116238489642917
0.4753788723165503,0.5255110626454427
0.4753788723165503,0.5255110626454427
0.4898347334438246,0.5396419771592621
0.4898347334438246,0.5396419771592621
0.5078755737246101,0.5576678522846973
0.5078755737246101,0.5576678522846973
0.5186755366282607,0.5686780141109098
0.5186755366282607,0.5686780141109098
0.5330376979682255,0.5835780225806254
0.5330376979682255,0.5835780225806254
0.5509183531055926,0.6025309012608625
0.5509183531055926,0.6025309012608625
0.5616042449563183,0.6140584424041888
0.5616042449563183,0.6140584424041888
0.5793403928356984,0.6334871756779019
0.5793403928356984,0.6334871756779019
0.5793403928356984,0.6334871756779019
0.6005060014082079,0.6570688561744527
0.6005060014082079,0.6570688561744527
0.6145527967148221,0.6728897718126429
0.6145527967148221,0.6728897718126429
0.6285583940389171,0.6887433316280024
0.6285583940389171,0.6887433316280024
0.6425333747436892,0.7045907370636716
0.6460237309491923,0.7085473334533009
0.6460237309491923,0.7085473334533009
0.6564898737219462,0.7203960116117382
0.6564898737219462,0.7203960116117382
0.6704409082189686,0.7361271767287644
0.6986435084571265,0.7675041371822333
0.713061175970035,0.7832434708332767
0.7278508357378202,0.7991357612876131
0.743168441591685,0.8153101963767911
0.7470916354721945,0.8194080768348854
0.7758160137321558,0.848893989043377
0.7933218671145353,0.8664738837839605
0.811684497129227,0.8846565664249495
0.8309205761356894,0.9034585931382285
0.8510229629684084,0.9228608829217978
0.8719543634745056,0.9428235770657486
0.8773091498260892,0.9478931086951333
0.8936629010006626,0.9632760870791092
0.9160935838491402,0.9841097601541848
0.9627898950853496,1.0263173293900323
0.9867067983746909,1.0471478043677414
1.0047602078914628,1.0623749045269262
1.0288062045759492,1.0817352439068235
1.0526142104368044,1.0996311439563313
1.081807541806662,1.1192173790064202
1.0989455991798776,1.1292097402287267
1.1213308500088803,1.1401891055098858
1.14319842330119,1.1484074816496568
1.1645936962953958,1.1538977013944463
1.1908047003226194,1.156894278697377
1.2062930184196836,1.1567987657147498
1.2216435238518455,1.1553634843793532
1.2419476755661156,1.1515150522574684
1.262130907532239,1.145664694507167
1.2822591084906199,1.1380533285423704
1.3074296167031227,1.1264516984938615
1.31752141103762,1.1212655511180531
1.3478430192925401,1.1046131599932905
1.3681115792530636,1.0929636977078765
